Bus Name,Bus Type,Departure Time,Reaching Time,Duration,Price,Seats Available,Rating,Route Name,Route Link
KSRTC (Kerala) - 1077,Super Fast Non AC Seater (2+3),03:50,05:50,02h 00m,111,50 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 794,Super Fast Non AC Seater (2+3),04:45,06:40,01h 55m,111,50 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 1992,Super Fast Non AC Seater (2+3),05:05,07:35,02h 30m,111,48 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 2006,Super Fast Non AC Seater (2+3),06:15,08:15,02h 00m,111,50 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 761,Super Fast Non AC Seater (2+3),06:40,08:45,02h 05m,113,46 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 813,Super Fast Non AC Seater (2+3),07:15,09:40,02h 25m,111,49 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 353,Super Fast Non AC Seater (2+3),07:50,10:15,02h 25m,111,49 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 713,Super Fast Non AC Seater (2+3),08:00,10:15,02h 15m,111,50 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 822,Super Fast Non AC Seater (2+3),08:05,10:45,02h 40m,111,50 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 773,Super Fast Non AC Seater (2+3),08:50,10:55,02h 05m,111,41 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 893,Super Fast Non AC Seater (2+3),09:40,12:10,02h 30m,108,41 Seats available,4.7,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 991,Super Fast Non AC Seater (2+3),10:00,12:50,02h 50m,108,42 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 1023,Super Fast Non AC Seater (2+3),10:05,12:40,02h 35m,108,41 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 894,Super Fast Non AC Seater (2+3),10:41,13:11,02h 30m,108,41 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 820,Super Fast Non AC Seater (2+3),11:00,12:55,01h 55m,111,50 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 427,Super Fast Non AC Seater (2+3),12:05,13:55,01h 50m,111,49 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 993,Super Fast Non AC Seater (2+3),12:15,14:50,02h 35m,108,43 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 933,Super Fast Non AC Seater (2+3),12:40,15:10,02h 30m,108,43 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 766,Super Fast Non AC Seater (2+3),12:40,14:35,01h 55m,111,50 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 758,Super Fast Non AC Seater (2+3),13:25,15:45,02h 20m,111,48 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 718,Super Fast Non AC Seater (2+3),13:45,16:05,02h 20m,111,46 Seats available,3.4,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 323,Super Fast Non AC Seater (2+3),15:30,17:25,01h 55m,111,46 Seats available,1.8,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 1164,Super Fast Non AC Seater (2+3),16:05,18:35,02h 30m,108,43 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 48,Swift Deluxe Non AC Air Bus (2+2),17:10,19:00,01h 50m,145,35 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 3398,Super Fast Non AC Seater (2+3),17:10,19:40,02h 30m,108,43 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 814,Super Fast Non AC Seater (2+3),17:15,19:15,02h 00m,111,49 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 1129,Super Fast Non AC Seater (2+3),17:31,20:16,02h 45m,108,42 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 3294,Super Fast Non AC Seater (2+3),18:20,21:00,02h 40m,111,50 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 42,Swift Deluxe Non AC Air Bus (2+2),18:55,21:25,02h 30m,145,29 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 1378,AC MULTI AXLE,19:10,21:25,02h 15m,237,41 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 815,Super Fast Non AC Seater (2+3),19:20,21:10,01h 50m,111,48 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 1193,Super Fast Non AC Seater (2+3),19:35,21:35,02h 00m,111,47 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 44,Swift Deluxe Non AC Air Bus (2+2),20:05,21:50,01h 45m,145,34 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 781,Super Fast Non AC Seater (2+3),20:20,22:45,02h 25m,111,34 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 129,SWIFT-GARUDA A/C SEATER BUS,20:25,22:25,02h 00m,165,40 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 409,Super Express Non AC Seater Air Bus (2+2),20:30,22:15,01h 45m,145,22 Seats available,4.0,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 1100,AC MULTI AXLE,20:30,22:05,01h 35m,227,43 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 582,Super Express Non AC Seater Air Bus (2+2),20:30,22:40,02h 10m,129,35 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 560,Super Express Non AC Seater Air Bus (2+2),20:35,22:10,01h 35m,134,35 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 798,Super Fast Non AC Seater (2+3),20:50,23:00,02h 10m,111,48 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 673,Super Fast Non AC Seater (2+3),21:10,23:10,02h 00m,111,46 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 586,Super Express Non AC Seater Air Bus (2+2),21:15,22:50,01h 35m,129,27 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 370,AC MULTI AXLE,21:30,23:30,02h 00m,237,13 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 345,Super Fast Non AC Seater (2+3),21:51,23:55,02h 04m,108,47 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 407,Super Express Non AC Seater Air Bus (2+2),22:00,23:25,01h 25m,145,28 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 793,Super Fast Non AC Seater (2+3),22:05,00:00,01h 55m,111,49 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 97,Swift Deluxe Non AC Air Bus (2+2),22:10,00:10,02h 00m,145,30 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 380,Swift Deluxe Non AC Air Bus (2+2),22:25,00:20,01h 55m,145,28 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 3546,Super Express Non AC Seater Air Bus (2+2),22:30,00:25,01h 55m,145,29 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
Cochin Bus,A/C Sleeper (2+1),22:45,00:30,01h 45m,900,11 Seats available,4.5,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
Cochin Bus,A/C Sleeper (2+1),21:00,00:30,03h 30m,900,11 Seats available,4.5,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
Sonia Travels,A/C Seater/Sleeper (2+1),21:30,23:29,01h 59m,450,26 Seats available,4.2,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
Sonia Travels,A/C Seater/Sleeper (2+1),19:30,23:29,03h 59m,450,35 Seats available,4.2,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
A1 Travels,Bharat Benz A/C Sleeper (2+1),21:00,23:30,02h 30m,1100,22 Seats available,3.2,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
Cochin Bus,Bharat Benz A/C Semi Sleeper (2+2),23:00,01:00,02h 00m,650,41 Seats available,4.5,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
Cochin Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),22:25,23:59,01h 34m,550,48 Seats available,4.5,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
Cochin Bus,Bharat Benz A/C Sleeper (2+1),22:15,23:58,01h 43m,800,23 Seats available,4.5,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
Cochin Bus,Bharat Benz A/C Semi Sleeper (2+2),22:30,23:59,01h 29m,650,32 Seats available,4.5,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
Cochin Bus,Bharat Benz A/C Sleeper (2+1),22:15,23:58,01h 43m,800,23 Seats available,4.5,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
Cochin Bus,Bharat Benz A/C Semi Sleeper (2+2),21:20,01:00,03h 40m,650,41 Seats available,4.5,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
Cochin Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),21:45,23:59,02h 14m,650,48 Seats available,4.5,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
Cochin Bus,Bharat Benz A/C Semi Sleeper (2+2),21:40,23:59,02h 19m,650,32 Seats available,4.5,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
